NAME,INSTALLED,FIXED-IN,TYPE,VULNERABILITY,SEVERITY,DATE,DESCRIPTION,COMBINED
libapt-pkg5.0,1.8.2.1,1.8.2.2,deb,CVE-2020-27350,Medium,2020-12-10T04:15:11.423,"'APT had several integer overflows and underflows while parsing .deb packages, aka GHSL-2020-168 GHSL-2020-169, in files apt-pkg/contrib/extracttar.cc, apt-pkg/deb/debfile.cc, and apt-pkg/contrib/arfile.cc. This issue affects: apt 1.2.32ubuntu0 versions prior to 1.2.32ubuntu0.2; 1.6.12ubuntu0 versions prior to 1.6.12ubuntu0.2; 2.0.2ubuntu0 versions prior to 2.0.2ubuntu0.2; 2.1.10ubuntu0 versions prior to 2.1.10ubuntu0.1;'",libapt-pkg5.01.8.2.11.8.2.2debCVE-2020-27350Medium
liblz4-1,1.8.3-1,1.8.3-1+deb10u1,deb,CVE-2021-3520,Critical,2021-06-02T13:15:13.170,"""There's a flaw in lz4. An attacker who submits a crafted file to an application linked with lz4 may be able to trigger an integer overflow, leading to calling of memmove() on a negative size argument, causing an out-of-bounds write and/or a crash. The greatest impact of this flaw is to availability, with some potential impact to confidentiality and integrity as well.""",liblz4-11.8.3-11.8.3-1+deb10u1debCVE-2021-3520Critical
liblz4-1,0.0~r131-2+b1,0.0~r131-2+deb9u1,deb,CVE-2021-3520,Critical,2021-06-02T13:15:13.170,"""There's a flaw in lz4. An attacker who submits a crafted file to an application linked with lz4 may be able to trigger an integer overflow, leading to calling of memmove() on a negative size argument, causing an out-of-bounds write and/or a crash. The greatest impact of this flaw is to availability, with some potential impact to confidentiality and integrity as well.""",liblz4-10.0~r131-2+b10.0~r131-2+deb9u1debCVE-2021-3520Critical
libp11-kit0,0.23.15-2,0.23.15-2+deb10u1,deb,CVE-2020-29363,High,2020-12-16T14:15:12.840,"'An issue was discovered in p11-kit 0.23.6 through 0.23.21. A heap-based buffer overflow has been discovered in the RPC protocol used by p11-kit server/remote commands and the client library. When the remote entity supplies a serialized byte array in a CK_ATTRIBUTE, the receiving entity may not allocate sufficient length for the buffer to store the deserialized value.'",libp11-kit00.23.15-20.23.15-2+deb10u1debCVE-2020-29363High
libp11-kit0,0.23.15-2,0.23.15-2+deb10u1,deb,CVE-2020-29361,High,2020-12-16T14:15:12.717,"'An issue was discovered in p11-kit 0.21.1 through 0.23.21. Multiple integer overflows have been discovered in the array allocations in the p11-kit library and the p11-kit list command, where overflow checks are missing before calling realloc or calloc.'",libp11-kit00.23.15-20.23.15-2+deb10u1debCVE-2020-29361High
libp11-kit0,0.23.15-2,0.23.15-2+deb10u1,deb,CVE-2020-29362,Medium,2020-12-16T14:15:12.777,"'An issue was discovered in p11-kit 0.21.1 through 0.23.21. A heap-based buffer over-read has been discovered in the RPC protocol used by thep11-kit server/remote commands and the client library. When the remote entity supplies a byte array through a serialized PKCS#11 function call, the receiving entity may allow the reading of up to 4 bytes of memory past the heap allocation.'",libp11-kit00.23.15-20.23.15-2+deb10u1debCVE-2020-29362Medium
libssl1.1,1.1.1d-0+deb10u3,1.1.1d-0+deb10u5,deb,CVE-2021-23840,High,2021-02-16T17:15:13.300,"'Calls to EVP_CipherUpdate, EVP_EncryptUpdate and EVP_DecryptUpdate may overflow the output length argument in some cases where the input length is close to the maximum permissable length for an integer on the platform. In such cases the return value from the function call will be 1 (indicating success), but the output length value will be negative. This could cause applications to behave incorrectly or crash. OpenSSL versions 1.1.1i and below are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1j. OpenSSL versions 1.0.2x and below are affected by this issue. However OpenSSL 1.0.2 is out of support and no longer receiving public updates. Premium support customers of OpenSSL 1.0.2 should upgrade to 1.0.2y. Other users should upgrade to 1.1.1j. Fixed in OpenSSL 1.1.1j (Affected 1.1.1-1.1.1i). Fixed in OpenSSL 1.0.2y (Affected 1.0.2-1.0.2x).'",libssl1.11.1.1d-0+deb10u31.1.1d-0+deb10u5debCVE-2021-23840High
openssl,1.1.1d-0+deb10u3,1.1.1d-0+deb10u5,deb,CVE-2021-23840,High,2021-02-16T17:15:13.300,"'Calls to EVP_CipherUpdate, EVP_EncryptUpdate and EVP_DecryptUpdate may overflow the output length argument in some cases where the input length is close to the maximum permissable length for an integer on the platform. In such cases the return value from the function call will be 1 (indicating success), but the output length value will be negative. This could cause applications to behave incorrectly or crash. OpenSSL versions 1.1.1i and below are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1j. OpenSSL versions 1.0.2x and below are affected by this issue. However OpenSSL 1.0.2 is out of support and no longer receiving public updates. Premium support customers of OpenSSL 1.0.2 should upgrade to 1.0.2y. Other users should upgrade to 1.1.1j. Fixed in OpenSSL 1.1.1j (Affected 1.1.1-1.1.1i). Fixed in OpenSSL 1.0.2y (Affected 1.0.2-1.0.2x).'",openssl1.1.1d-0+deb10u31.1.1d-0+deb10u5debCVE-2021-23840High
libssl1.1,1.1.1d-0+deb10u3,1.1.1d-0+deb10u6,deb,CVE-2021-3449,Medium,2021-03-25T15:15:13.450,"'An OpenSSL TLS server may crash if sent a maliciously crafted renegotiation ClientHello message from a client. If a TLSv1.2 renegotiation ClientHello omits the signature_algorithms extension (where it was present in the initial ClientHello), but includes a signature_algorithms_cert extension then a NULL pointer dereference will result, leading to a crash and a denial of service attack. A server is only vulnerable if it has TLSv1.2 and renegotiation enabled (which is the default configuration). OpenSSL TLS clients are not impacted by this issue. All OpenSSL 1.1.1 versions are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1k. OpenSSL 1.0.2 is not impacted by this issue. Fixed in OpenSSL 1.1.1k (Affected 1.1.1-1.1.1j).'",libssl1.11.1.1d-0+deb10u31.1.1d-0+deb10u6debCVE-2021-3449Medium
openssl,1.1.1d-0+deb10u3,1.1.1d-0+deb10u6,deb,CVE-2021-3449,Medium,2021-03-25T15:15:13.450,"'An OpenSSL TLS server may crash if sent a maliciously crafted renegotiation ClientHello message from a client. If a TLSv1.2 renegotiation ClientHello omits the signature_algorithms extension (where it was present in the initial ClientHello), but includes a signature_algorithms_cert extension then a NULL pointer dereference will result, leading to a crash and a denial of service attack. A server is only vulnerable if it has TLSv1.2 and renegotiation enabled (which is the default configuration). OpenSSL TLS clients are not impacted by this issue. All OpenSSL 1.1.1 versions are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1k. OpenSSL 1.0.2 is not impacted by this issue. Fixed in OpenSSL 1.1.1k (Affected 1.1.1-1.1.1j).'",openssl1.1.1d-0+deb10u31.1.1d-0+deb10u6debCVE-2021-3449Medium
libssl1.1,1.1.1d-0+deb10u3,1.1.1d-0+deb10u5,deb,CVE-2021-23841,Medium,2021-02-16T17:15:13.377,'The OpenSSL public API function X509_issuer_and_serial_hash() attempts to create a unique hash value based on the issuer and serial number data contained within an X509 certificate. However it fails to correctly handle any errors that may occur while parsing the issuer field (which might occur if the issuer field is maliciously constructed). This may subsequently result in a NULL pointer deref and a crash leading to a potential denial of service attack. The function X509_issuer_and_serial_hash() is never directly called by OpenSSL itself so applications are only vulnerable if they use this function directly and they use it on certificates that may have been obtained from untrusted sources. OpenSSL versions 1.1.1i and below are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1j. OpenSSL versions 1.0.2x and below are affected by this issue. However OpenSSL 1.0.2 is out of support and no longer receiving public updates. Premium support customers of OpenSSL 1.0.2 should upgrade to 1.0.2y. Other users should upgrade to 1.1.1j. Fixed in OpenSSL 1.1.1j (Affected 1.1.1-1.1.1i). Fixed in OpenSSL 1.0.2y (Affected 1.0.2-1.0.2x).',libssl1.11.1.1d-0+deb10u31.1.1d-0+deb10u5debCVE-2021-23841Medium
openssl,1.1.1d-0+deb10u3,1.1.1d-0+deb10u5,deb,CVE-2021-23841,Medium,2021-02-16T17:15:13.377,'The OpenSSL public API function X509_issuer_and_serial_hash() attempts to create a unique hash value based on the issuer and serial number data contained within an X509 certificate. However it fails to correctly handle any errors that may occur while parsing the issuer field (which might occur if the issuer field is maliciously constructed). This may subsequently result in a NULL pointer deref and a crash leading to a potential denial of service attack. The function X509_issuer_and_serial_hash() is never directly called by OpenSSL itself so applications are only vulnerable if they use this function directly and they use it on certificates that may have been obtained from untrusted sources. OpenSSL versions 1.1.1i and below are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1j. OpenSSL versions 1.0.2x and below are affected by this issue. However OpenSSL 1.0.2 is out of support and no longer receiving public updates. Premium support customers of OpenSSL 1.0.2 should upgrade to 1.0.2y. Other users should upgrade to 1.1.1j. Fixed in OpenSSL 1.1.1j (Affected 1.1.1-1.1.1i). Fixed in OpenSSL 1.0.2y (Affected 1.0.2-1.0.2x).',openssl1.1.1d-0+deb10u31.1.1d-0+deb10u5debCVE-2021-23841Medium
libssl1.1,1.1.1d-0+deb10u3,1.1.1d-0+deb10u4,deb,CVE-2020-1971,Medium,2020-12-08T16:15:11.730,"'The X.509 GeneralName type is a generic type for representing different types of names. One of those name types is known as EDIPartyName. OpenSSL provides a function GENERAL_NAME_cmp which compares different instances of a GENERAL_NAME to see if they are equal or not. This function behaves incorrectly when both GENERAL_NAMEs contain an EDIPARTYNAME. A NULL pointer dereference and a crash may occur leading to a possible denial of service attack. OpenSSL itself uses the GENERAL_NAME_cmp function for two purposes: 1) Comparing CRL distribution point names between an available CRL and a CRL distribution point embedded in an X509 certificate 2) When verifying that a timestamp response token signer matches the timestamp authority name (exposed via the API functions TS_RESP_verify_response and TS_RESP_verify_token) If an attacker can control both items being compared then that attacker could trigger a crash. For example if the attacker can trick a client or server into checking a malicious certificate against a malicious CRL then this may occur. Note that some applications automatically download CRLs based on a URL embedded in a certificate. This checking happens prior to the signatures on the certificate and CRL being verified. OpenSSL\'s s_server, s_client and verify tools have support for the ""-crl_download"" option which implements automatic CRL downloading and this attack has been demonstrated to work against those tools. Note that an unrelated bug means that affected versions of OpenSSL cannot parse or construct correct encodings of EDIPARTYNAME. However it is possible to construct a malformed EDIPARTYNAME that OpenSSL\'s parser will accept and hence trigger this attack. All OpenSSL 1.1.1 and 1.0.2 versions are affected by this issue. Other OpenSSL releases are out of support and have not been checked. Fixed in OpenSSL 1.1.1i (Affected 1.1.1-1.1.1h). Fixed in OpenSSL 1.0.2x (Affected 1.0.2-1.0.2w).'",libssl1.11.1.1d-0+deb10u31.1.1d-0+deb10u4debCVE-2020-1971Medium
openssl,1.1.1d-0+deb10u3,1.1.1d-0+deb10u4,deb,CVE-2020-1971,Medium,2020-12-08T16:15:11.730,"'The X.509 GeneralName type is a generic type for representing different types of names. One of those name types is known as EDIPartyName. OpenSSL provides a function GENERAL_NAME_cmp which compares different instances of a GENERAL_NAME to see if they are equal or not. This function behaves incorrectly when both GENERAL_NAMEs contain an EDIPARTYNAME. A NULL pointer dereference and a crash may occur leading to a possible denial of service attack. OpenSSL itself uses the GENERAL_NAME_cmp function for two purposes: 1) Comparing CRL distribution point names between an available CRL and a CRL distribution point embedded in an X509 certificate 2) When verifying that a timestamp response token signer matches the timestamp authority name (exposed via the API functions TS_RESP_verify_response and TS_RESP_verify_token) If an attacker can control both items being compared then that attacker could trigger a crash. For example if the attacker can trick a client or server into checking a malicious certificate against a malicious CRL then this may occur. Note that some applications automatically download CRLs based on a URL embedded in a certificate. This checking happens prior to the signatures on the certificate and CRL being verified. OpenSSL\'s s_server, s_client and verify tools have support for the ""-crl_download"" option which implements automatic CRL downloading and this attack has been demonstrated to work against those tools. Note that an unrelated bug means that affected versions of OpenSSL cannot parse or construct correct encodings of EDIPARTYNAME. However it is possible to construct a malformed EDIPARTYNAME that OpenSSL\'s parser will accept and hence trigger this attack. All OpenSSL 1.1.1 and 1.0.2 versions are affected by this issue. Other OpenSSL releases are out of support and have not been checked. Fixed in OpenSSL 1.1.1i (Affected 1.1.1-1.1.1h). Fixed in OpenSSL 1.0.2x (Affected 1.0.2-1.0.2w).'",openssl1.1.1d-0+deb10u31.1.1d-0+deb10u4debCVE-2020-1971Medium
libssl1.1,1.1.1d-0+deb10u3,1.1.1d-0+deb10u5,deb,CVE-2019-1551,Medium,2019-12-06T18:15:12.840,"'There is an overflow bug in the x64_64 Montgomery squaring procedure used in exponentiation with 512-bit moduli. No EC algorithms are affected. Analysis suggests that attacks against 2-prime RSA1024, 3-prime RSA1536, and DSA1024 as a result of this defect would be very difficult to perform and are not believed likely. Attacks against DH512 are considered just feasible. However, for an attack the target would have to re-use the DH512 private key, which is not recommended anyway. Also applications directly using the low level API BN_mod_exp may be affected if they use BN_FLG_CONSTTIME. Fixed in OpenSSL 1.1.1e (Affected 1.1.1-1.1.1d). Fixed in OpenSSL 1.0.2u (Affected 1.0.2-1.0.2t).'",libssl1.11.1.1d-0+deb10u31.1.1d-0+deb10u5debCVE-2019-1551Medium
openssl,1.1.1d-0+deb10u3,1.1.1d-0+deb10u5,deb,CVE-2019-1551,Medium,2019-12-06T18:15:12.840,"'There is an overflow bug in the x64_64 Montgomery squaring procedure used in exponentiation with 512-bit moduli. No EC algorithms are affected. Analysis suggests that attacks against 2-prime RSA1024, 3-prime RSA1536, and DSA1024 as a result of this defect would be very difficult to perform and are not believed likely. Attacks against DH512 are considered just feasible. However, for an attack the target would have to re-use the DH512 private key, which is not recommended anyway. Also applications directly using the low level API BN_mod_exp may be affected if they use BN_FLG_CONSTTIME. Fixed in OpenSSL 1.1.1e (Affected 1.1.1-1.1.1d). Fixed in OpenSSL 1.0.2u (Affected 1.0.2-1.0.2t).'",openssl1.1.1d-0+deb10u31.1.1d-0+deb10u5debCVE-2019-1551Medium
libzstd1,1.3.8+dfsg-3,1.3.8+dfsg-3+deb10u2,deb,CVE-2021-24032,Medium,2021-03-04T21:15:12.963,"'Beginning in v1.4.1 and prior to v1.4.9, due to an incomplete fix for CVE-2021-24031, the Zstandard command-line utility created output files with default permissions and restricted those permissions immediately afterwards. Output files could therefore momentarily be readable or writable to unintended parties.'",libzstd11.3.8+dfsg-31.3.8+dfsg-3+deb10u2debCVE-2021-24032Medium
libzstd1,1.3.8+dfsg-3,1.3.8+dfsg-3+deb10u1,deb,CVE-2021-24031,Medium,2021-03-04T21:15:12.743,"'In the Zstandard command-line utility prior to v1.4.1, output files were created with default permissions. Correct file permissions (matching the input) would only be set at completion time. Output files could therefore be readable or writable to unintended parties.'",libzstd11.3.8+dfsg-31.3.8+dfsg-3+deb10u1debCVE-2021-24031Medium
bash,4.4-5, ,deb,CVE-2019-18276,Negligible,2019-11-28T01:15:10.603,"'An issue was discovered in disable_priv_mode in shell.c in GNU Bash through 5.0 patch 11. By default, if Bash is run with its effective UID not equal to its real UID, it will drop privileges by setting its effective UID to its real UID. However, it does so incorrectly. On Linux and other systems that support ""saved UID"" functionality, the saved UID is not dropped. An attacker with command execution in the shell can use ""enable -f"" for runtime loading of a new builtin, which can be a shared object that calls setuid() and therefore regains privileges. However, binaries running with an effective UID of 0 are unaffected.'",bash4.4-5 debCVE-2019-18276Negligible
bash,5.0-4, ,deb,CVE-2019-18276,Negligible,2019-11-28T01:15:10.603,"'An issue was discovered in disable_priv_mode in shell.c in GNU Bash through 5.0 patch 11. By default, if Bash is run with its effective UID not equal to its real UID, it will drop privileges by setting its effective UID to its real UID. However, it does so incorrectly. On Linux and other systems that support ""saved UID"" functionality, the saved UID is not dropped. An attacker with command execution in the shell can use ""enable -f"" for runtime loading of a new builtin, which can be a shared object that calls setuid() and therefore regains privileges. However, binaries running with an effective UID of 0 are unaffected.'",bash5.0-4 debCVE-2019-18276Negligible
bsdutils,1:2.29.2-1+deb9u1,(won't fix),deb,CVE-2016-2779,High,2017-02-07T15:59:00.287,"""runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.""",bsdutils1:2.29.2-1+deb9u1(won't fix)debCVE-2016-2779High
libblkid1,2.29.2-1+deb9u1,(won't fix),deb,CVE-2016-2779,High,2017-02-07T15:59:00.287,"""runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.""",libblkid12.29.2-1+deb9u1(won't fix)debCVE-2016-2779High
libfdisk1,2.29.2-1+deb9u1,(won't fix),deb,CVE-2016-2779,High,2017-02-07T15:59:00.287,"""runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.""",libfdisk12.29.2-1+deb9u1(won't fix)debCVE-2016-2779High
libmount1,2.29.2-1+deb9u1,(won't fix),deb,CVE-2016-2779,High,2017-02-07T15:59:00.287,"""runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.""",libmount12.29.2-1+deb9u1(won't fix)debCVE-2016-2779High
libsmartcols1,2.29.2-1+deb9u1,(won't fix),deb,CVE-2016-2779,High,2017-02-07T15:59:00.287,"""runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.""",libsmartcols12.29.2-1+deb9u1(won't fix)debCVE-2016-2779High
libuuid1,2.29.2-1+deb9u1,(won't fix),deb,CVE-2016-2779,High,2017-02-07T15:59:00.287,"""runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.""",libuuid12.29.2-1+deb9u1(won't fix)debCVE-2016-2779High
mount,2.29.2-1+deb9u1,(won't fix),deb,CVE-2016-2779,High,2017-02-07T15:59:00.287,"""runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.""",mount2.29.2-1+deb9u1(won't fix)debCVE-2016-2779High
util-linux,2.29.2-1+deb9u1,(won't fix),deb,CVE-2016-2779,High,2017-02-07T15:59:00.287,"""runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.""",util-linux2.29.2-1+deb9u1(won't fix)debCVE-2016-2779High
gpgv,2.1.18-8~deb9u4,(won't fix),deb,CVE-2018-1000858,High,2018-12-20T17:29:00.457,"'GnuPG version 2.1.12 - 2.2.11 contains a Cross ite Request Forgery (CSRF) vulnerability in dirmngr that can result in Attacker controlled CSRF, Information Disclosure, DoS. This attack appear to be exploitable via Victim must perform a WKD request, e.g. enter an email address in the composer window of Thunderbird/Enigmail. This vulnerability appears to have been fixed in after commit 4a4bb874f63741026bd26264c43bb32b1099f060.'",gpgv2.1.18-8~deb9u4(won't fix)debCVE-2018-1000858High
gpgv,2.1.18-8~deb9u4,(won't fix),deb,CVE-2018-9234,Low,2018-04-04T00:29:00.227,"'GnuPG 2.2.4 and 2.2.5 does not enforce a configuration in which key certification requires an offline master Certify key, which results in apparently valid certifications that occurred only with access to a signing subkey.'",gpgv2.1.18-8~deb9u4(won't fix)debCVE-2018-9234Low
libbz2-1.0,1.0.6-8.1,(won't fix),deb,CVE-2019-12900,Critical,2019-06-19T23:15:09.910,'BZ2_decompress in decompress.c in bzip2 through 1.0.6 has an out-of-bounds write when there are many selectors.',libbz2-1.01.0.6-8.1(won't fix)debCVE-2019-12900Critical
libc-bin,2.24-11+deb9u4,(won't fix),deb,CVE-2019-9169,Critical,2019-02-26T02:29:00.497,"'In the GNU C Library (aka glibc or libc6) through 2.29, proceed_next_node in posix/regexec.c has a heap-based buffer over-read via an attempted case-insensitive regular-expression match.'",libc-bin2.24-11+deb9u4(won't fix)debCVE-2019-9169Critical
libc6,2.24-11+deb9u4,(won't fix),deb,CVE-2019-9169,Critical,2019-02-26T02:29:00.497,"'In the GNU C Library (aka glibc or libc6) through 2.29, proceed_next_node in posix/regexec.c has a heap-based buffer over-read via an attempted case-insensitive regular-expression match.'",libc62.24-11+deb9u4(won't fix)debCVE-2019-9169Critical
multiarch-support,2.24-11+deb9u4,(won't fix),deb,CVE-2019-9169,Critical,2019-02-26T02:29:00.497,"'In the GNU C Library (aka glibc or libc6) through 2.29, proceed_next_node in posix/regexec.c has a heap-based buffer over-read via an attempted case-insensitive regular-expression match.'",multiarch-support2.24-11+deb9u4(won't fix)debCVE-2019-9169Critical
libc-bin,2.24-11+deb9u4,(won't fix),deb,CVE-2018-6551,Critical,2018-02-02T14:29:01.590,"'The malloc implementation in the GNU C Library (aka glibc or libc6), from version 2.24 to 2.26 on powerpc, and only in version 2.26 on i386, did not properly handle malloc calls with arguments close to SIZE_MAX and could return a pointer to a heap region that is smaller than requested, eventually leading to heap corruption.'",libc-bin2.24-11+deb9u4(won't fix)debCVE-2018-6551Critical
libc6,2.24-11+deb9u4,(won't fix),deb,CVE-2018-6551,Critical,2018-02-02T14:29:01.590,"'The malloc implementation in the GNU C Library (aka glibc or libc6), from version 2.24 to 2.26 on powerpc, and only in version 2.26 on i386, did not properly handle malloc calls with arguments close to SIZE_MAX and could return a pointer to a heap region that is smaller than requested, eventually leading to heap corruption.'",libc62.24-11+deb9u4(won't fix)debCVE-2018-6551Critical
multiarch-support,2.24-11+deb9u4,(won't fix),deb,CVE-2018-6551,Critical,2018-02-02T14:29:01.590,"'The malloc implementation in the GNU C Library (aka glibc or libc6), from version 2.24 to 2.26 on powerpc, and only in version 2.26 on i386, did not properly handle malloc calls with arguments close to SIZE_MAX and could return a pointer to a heap region that is smaller than requested, eventually leading to heap corruption.'",multiarch-support2.24-11+deb9u4(won't fix)debCVE-2018-6551Critical
libc-bin,2.24-11+deb9u4,(won't fix),deb,CVE-2018-6485,Critical,2018-02-01T14:29:00.623,"'An integer overflow in the implementation of the posix_memalign in memalign functions in the GNU C Library (aka glibc or libc6) 2.26 and earlier could cause these functions to return a pointer to a heap area that is too small, potentially leading to heap corruption.'",libc-bin2.24-11+deb9u4(won't fix)debCVE-2018-6485Critical
libc6,2.24-11+deb9u4,(won't fix),deb,CVE-2018-6485,Critical,2018-02-01T14:29:00.623,"'An integer overflow in the implementation of the posix_memalign in memalign functions in the GNU C Library (aka glibc or libc6) 2.26 and earlier could cause these functions to return a pointer to a heap area that is too small, potentially leading to heap corruption.'",libc62.24-11+deb9u4(won't fix)debCVE-2018-6485Critical
multiarch-support,2.24-11+deb9u4,(won't fix),deb,CVE-2018-6485,Critical,2018-02-01T14:29:00.623,"'An integer overflow in the implementation of the posix_memalign in memalign functions in the GNU C Library (aka glibc or libc6) 2.26 and earlier could cause these functions to return a pointer to a heap area that is too small, potentially leading to heap corruption.'",multiarch-support2.24-11+deb9u4(won't fix)debCVE-2018-6485Critical
libc-bin,2.24-11+deb9u4,(won't fix),deb,CVE-2018-1000001,High,2018-01-31T14:29:00.607,'In glibc 2.26 and earlier there is confusion in the usage of getcwd() by realpath() which can be used to write before the destination buffer leading to a buffer underflow and potential code execution.',libc-bin2.24-11+deb9u4(won't fix)debCVE-2018-1000001High
libc6,2.24-11+deb9u4,(won't fix),deb,CVE-2018-1000001,High,2018-01-31T14:29:00.607,'In glibc 2.26 and earlier there is confusion in the usage of getcwd() by realpath() which can be used to write before the destination buffer leading to a buffer underflow and potential code execution.',libc62.24-11+deb9u4(won't fix)debCVE-2018-1000001High
multiarch-support,2.24-11+deb9u4,(won't fix),deb,CVE-2018-1000001,High,2018-01-31T14:29:00.607,'In glibc 2.26 and earlier there is confusion in the usage of getcwd() by realpath() which can be used to write before the destination buffer leading to a buffer underflow and potential code execution.',multiarch-support2.24-11+deb9u4(won't fix)debCVE-2018-1000001High
libc-bin,2.24-11+deb9u4,(won't fix),deb,CVE-2009-5155,High,2019-02-26T02:29:00.277,"'In the GNU C Library (aka glibc or libc6) before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service (assertion failure and application exit) or trigger an incorrect result by attempting a regular-expression match.'",libc-bin2.24-11+deb9u4(won't fix)debCVE-2009-5155High
libc6,2.24-11+deb9u4,(won't fix),deb,CVE-2009-5155,High,2019-02-26T02:29:00.277,"'In the GNU C Library (aka glibc or libc6) before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service (assertion failure and application exit) or trigger an incorrect result by attempting a regular-expression match.'",libc62.24-11+deb9u4(won't fix)debCVE-2009-5155High
multiarch-support,2.24-11+deb9u4,(won't fix),deb,CVE-2009-5155,High,2019-02-26T02:29:00.277,"'In the GNU C Library (aka glibc or libc6) before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service (assertion failure and application exit) or trigger an incorrect result by attempting a regular-expression match.'",multiarch-support2.24-11+deb9u4(won't fix)debCVE-2009-5155High
libc-bin,2.24-11+deb9u4,(won't fix),deb,CVE-2017-12132,Medium,2017-08-01T16:29:00.180,"'The DNS stub resolver in the GNU C Library (aka glibc or libc6) before version 2.26, when EDNS support is enabled, will solicit large UDP responses from name servers, potentially simplifying off-path DNS spoofing attacks due to IP fragmentation.'",libc-bin2.24-11+deb9u4(won't fix)debCVE-2017-12132Medium
libc6,2.24-11+deb9u4,(won't fix),deb,CVE-2017-12132,Medium,2017-08-01T16:29:00.180,"'The DNS stub resolver in the GNU C Library (aka glibc or libc6) before version 2.26, when EDNS support is enabled, will solicit large UDP responses from name servers, potentially simplifying off-path DNS spoofing attacks due to IP fragmentation.'",libc62.24-11+deb9u4(won't fix)debCVE-2017-12132Medium
multiarch-support,2.24-11+deb9u4,(won't fix),deb,CVE-2017-12132,Medium,2017-08-01T16:29:00.180,"'The DNS stub resolver in the GNU C Library (aka glibc or libc6) before version 2.26, when EDNS support is enabled, will solicit large UDP responses from name servers, potentially simplifying off-path DNS spoofing attacks due to IP fragmentation.'",multiarch-support2.24-11+deb9u4(won't fix)debCVE-2017-12132Medium
libc-bin,2.24-11+deb9u4,(won't fix),deb,CVE-2016-10739,Medium,2019-01-21T19:29:00.247,"'In the GNU C Library (aka glibc or libc6) through 2.28, the getaddrinfo function would successfully parse a string that contained an IPv4 address followed by whitespace and arbitrary characters, which could lead applications to incorrectly assume that it had parsed a valid string, without the possibility of embedded HTTP headers or other potentially dangerous substrings.'",libc-bin2.24-11+deb9u4(won't fix)debCVE-2016-10739Medium
libc6,2.24-11+deb9u4,(won't fix),deb,CVE-2016-10739,Medium,2019-01-21T19:29:00.247,"'In the GNU C Library (aka glibc or libc6) through 2.28, the getaddrinfo function would successfully parse a string that contained an IPv4 address followed by whitespace and arbitrary characters, which could lead applications to incorrectly assume that it had parsed a valid string, without the possibility of embedded HTTP headers or other potentially dangerous substrings.'",libc62.24-11+deb9u4(won't fix)debCVE-2016-10739Medium
multiarch-support,2.24-11+deb9u4,(won't fix),deb,CVE-2016-10739,Medium,2019-01-21T19:29:00.247,"'In the GNU C Library (aka glibc or libc6) through 2.28, the getaddrinfo function would successfully parse a string that contained an IPv4 address followed by whitespace and arbitrary characters, which could lead applications to incorrectly assume that it had parsed a valid string, without the possibility of embedded HTTP headers or other potentially dangerous substrings.'",multiarch-support2.24-11+deb9u4(won't fix)debCVE-2016-10739Medium
libc-bin,2.24-11+deb9u4, ,deb,CVE-2019-7309,Negligible,2019-02-03T02:29:00.237,"'In the GNU C Library (aka glibc or libc6) through 2.29, the memcmp function for the x32 architecture can incorrectly return zero (indicating that the inputs are equal) because the RDX most significant bit is mishandled.'",libc-bin2.24-11+deb9u4 debCVE-2019-7309Negligible
libc6,2.24-11+deb9u4, ,deb,CVE-2019-7309,Negligible,2019-02-03T02:29:00.237,"'In the GNU C Library (aka glibc or libc6) through 2.29, the memcmp function for the x32 architecture can incorrectly return zero (indicating that the inputs are equal) because the RDX most significant bit is mishandled.'",libc62.24-11+deb9u4 debCVE-2019-7309Negligible
multiarch-support,2.24-11+deb9u4, ,deb,CVE-2019-7309,Negligible,2019-02-03T02:29:00.237,"'In the GNU C Library (aka glibc or libc6) through 2.29, the memcmp function for the x32 architecture can incorrectly return zero (indicating that the inputs are equal) because the RDX most significant bit is mishandled.'",multiarch-support2.24-11+deb9u4 debCVE-2019-7309Negligible
